Date	Month	Channel	Owner	Brand	Pack Size	Pack Type	SKU	Price Tier	Unit Sales	Sales Value	Distribution	Cost of Sales	Price	Gross Profit	Indirect Costs	Operating Profit	Unit Sales Monthly Change	Sales Value Monthly Change	Distribution Monthly Change	Cost of Sales Monthly Change	Price Monthly Change	Gross Profit Monthly Change	Indirect Costs Monthly Change	Operating Profit Monthly Change
01/02/2011	Feb-11	Supermarkets	Aperture	Omicron	12	Giftset	Omicron 12 Pack Giftset	Regular	2852	256844	37.57	652.54	90.06	256191.46	239191.94	16999.52	-979	-74941	4.05	-190.39	3.45	-74750.61	-69790.08	-4960.53
01/02/2011	Feb-11	Supermarkets	Aperture	Omicron	12	Standard	Omicron 12 Pack Standard	Regular	8693	667219	44.16	1695.14	76.75	665523.86	621361.87	44161.99	-1512	-65604	7.52	-166.67	4.94	-65437.33	-61095.72	-4341.61
01/02/2011	Feb-11	Supermarkets	Aperture	Omicron	18	Standard	Omicron 18 Pack Standard	Regular	4454	324632	36.72	824.76	72.89	323807.24	302320.45	21486.79	-339	7887	8.75	20.03	6.81	7866.97	7344.39	522.58
01/02/2011	Feb-11	Supermarkets	Aperture	Sigma	12	Giftset	Sigma 12 Pack Giftset	Premium	478	83969	17.33	213.33	175.67	83755.67	78197.78	5557.89	132	24159	6.34	61.37	2.81	24097.63	22498.04	1599.59
01/02/2011	Feb-11	Supermarkets	Aperture	Sigma	12	Standard	Sigma 12 Pack Standard	Premium	475	74834	16.68	190.12	157.55	74643.88	69690.61	4953.27	-157	-25000	1.08	-63.52	-0.42	-24936.48	-23281.98	-1654.5
01/02/2011	Feb-11	Supermarkets	Aperture	Tau	12	Standard	Tau 12 Pack Standard	Regular	347	25478	13.98	64.73	73.42	25413.27	23726.76	1686.51	-114	-6561	2.11	-16.67	3.92	-6544.33	-6110.07	-434.26
01/02/2011	Feb-11	Supermarkets	Black Mesa	Epsilon	12	Standard	Epsilon 12 Pack Standard	Budget	715	40157	15.27	102.02	56.16	40054.98	37396.9	2658.08	-52	-3182	3.35	-8.09	-0.34	-3173.91	-2963.11	-210.8
01/02/2011	Feb-11	Supermarkets	Black Mesa	Iota	12	Giftset	Iota 12 Pack Giftset	Regular	1342	117680	18.82	298.98	87.69	117381.02	109591.88	7789.14	614	50721	3.65	128.86	-4.29	50592.14	47234.48	3357.66
01/02/2011	Feb-11	Supermarkets	Black Mesa	Iota	12	Standard	Iota 12 Pack Standard	Regular	601	53853	15.41	136.82	89.61	53716.18	50151.78	3564.4	38	3154	1.69	8.01	-0.44	3145.99	2937.42	208.57
01/02/2011	Feb-11	Supermarkets	Black Mesa	Lambda	8	Standard	Lambda 8 Pack Standard	Budget	418	29113	13.07	73.97	69.65	29039.03	27112.3	1926.73	35	2202	2.36	5.6	-0.61	2196.4	2050.66	145.74
01/02/2011	Feb-11	Supermarkets	Black Mesa	Lambda	12	Standard	Lambda 12 Pack Standard	Budget	2742	166940	34.29	424.13	60.88	166515.87	155466.33	11049.54	858	48580	6.94	123.43	-1.94	48456.57	45241.37	3215.2
01/02/2011	Feb-11	Supermarkets	Black Mesa	Mu	12	Standard	Mu 12 Pack Standard	Premium	413	65739	17.54	167.02	159.17	65571.98	61220.88	4351.1	122	18495	9.57	46.99	-3.18	18448.01	17223.88	1224.13
01/02/2011	Feb-11	Supermarkets	Black Mesa	Theta	6	Standard	Theta 6 Pack Standard	Regular	415	41884	11.25	106.41	100.93	41777.59	39005.02	2772.57	71	7230	2.21	18.37	0.19	7211.63	6733.1	478.53
01/02/2011	Feb-11	Supermarkets	Black Mesa	Theta	8	Standard	Theta 8 Pack Standard	Regular	2135	198419	32.63	504.1	92.94	197914.9	184781.84	13133.06	264	24729	5.42	62.82	0.11	24666.18	23029.42	1636.76
01/02/2011	Feb-11	Supermarkets	Black Mesa	Theta	12	Deluxe	Theta 12 Pack Deluxe	Regular	1115	88853	13.82	225.74	79.69	88627.26	82746.67	5880.59	-346	-26373	0.56	-67.01	0.82	-26305.99	-24560.43	-1745.56
01/02/2011	Feb-11	Supermarkets	Black Mesa	Theta	12	Giftset	Theta 12 Pack Giftset	Regular	2300	213728	27.87	543	92.93	213185	199039.23	14145.77	-536	-25422	3.37	-64.58	8.6	-25357.42	-23674.8	-1682.62
01/02/2011	Feb-11	Supermarkets	Black Mesa	Theta	12	Standard	Theta 12 Pack Standard	Regular	26261	1673476	68.24	4251.64	63.72	1669224.36	1558460.65	110763.71	4055	281952	5.35	716.33	1.06	281235.67	262573.4	18662.27
01/02/2011	Feb-11	Supermarkets	Black Mesa	Theta	18	Standard	Theta 18 Pack Standard	Regular	6533	425285	30.77	1080.48	65.1	424204.52	396056.3	28148.22	888	56719	4.34	144.1	-0.19	56574.9	52821.55	3753.35
01/02/2011	Feb-11	Supermarkets	LexCorp	Gamma	12	Standard	Gamma 12 Pack Standard	Budget	1937	136766	32.25	347.47	70.61	136418.53	127366.69	9051.84	189	16225	5.12	41.22	1.65	16183.78	15110.63	1073.15
01/02/2011	Feb-11	Supermarkets	MomCorp	Alpha	12	Standard	Alpha 12 Pack Standard	Regular	5394	402587	40.62	1022.81	74.64	401564.19	374918.3	26645.89	4547	327019	25.47	830.82	-14.58	326188.18	304544.32	21643.86
01/02/2011	Feb-11	Supermarkets	MomCorp	Alpha	18	Standard	Alpha 18 Pack Standard	Regular	376	29900	7.36	75.97	79.52	29824.03	27845.4	1978.63	57	4450	0.94	11.31	-0.26	4438.69	4144.9	293.79
01/02/2011	Feb-11	Supermarkets	Rekall	Beta	8	Standard	Beta 8 Pack Standard	Premium	1109	138557	25.16	352.02	124.94	138204.98	129034.04	9170.94	164	18795	4.35	47.75	-1.79	18747.25	17503.25	1244
01/02/2011	Feb-11	Supermarkets	Rekall	Beta	12	Deluxe	Beta 12 Pack Deluxe	Premium	425	53264	14.89	135.32	125.33	53128.68	49603.07	3525.61	-60	-6425	2.73	-16.32	2.26	-6408.68	-5983.24	-425.44
01/02/2011	Feb-11	Supermarkets	Rekall	Beta	12	Giftset	Beta 12 Pack Giftset	Premium	1142	148622	22.49	377.59	130.14	148244.41	138407.85	9836.56	212	27913	4.27	70.92	0.35	27842.08	25994.77	1847.31
01/02/2011	Feb-11	Supermarkets	Rekall	Beta	12	Standard	Beta 12 Pack Standard	Premium	4196	460859	38.65	1170.86	109.83	459688.14	429184.81	30503.33	-1941	-167575	4.63	-425.74	7.43	-167149.26	-156058.06	-11091.2
01/02/2011	Feb-11	Supermarkets	Rekall	Beta	18	Standard	Beta 18 Pack Standard	Premium	1897	188455	20.1	478.79	99.34	187976.21	175502.45	12473.76	-18	3138	3.04	7.98	2.57	3130.02	2922.33	207.69
01/02/2011	Feb-11	Supermarkets	Rekall	Beta	60	Standard	Beta 60 Pack Standard	Premium	160	19911	3.18	50.59	124.44	19860.41	18542.55	1317.86	53	6466	0.79	16.43	-1.21	6449.57	6021.79	427.78
01/02/2011	Feb-11	Supermarkets	Stark Ind	Omega	12	Standard	Omega 12 Pack Standard	Budget	230	15329	5.19	38.95	66.65	15290.05	14275.28	1014.77	-3	-182	1.04	-0.46	0.08	-181.54	-169.3	-12.24
01/02/2011	Feb-11	Supermarkets	Tyrell Corp	Kappa	8	Standard	Kappa 8 Pack Standard	Regular	802	72220	25.32	183.48	90.05	72036.52	67256.64	4779.88	26	3121	5.45	7.93	1	3113.07	2906.69	206.38
01/02/2011	Feb-11	Supermarkets	Tyrell Corp	Kappa	12	Standard	Kappa 12 Pack Standard	Regular	3581	270556	33.16	687.38	75.55	269868.62	251961.36	17907.26	1365	104344	6.72	265.1	0.54	104078.9	97172.81	6906.09
01/02/2011	Feb-11	Supermarkets	Tyrell Corp	Kappa	18	Standard	Kappa 18 Pack Standard	Regular	751	57137	19.1	145.16	76.08	56991.84	53210.45	3781.39	-176	-11057	6.61	-28.1	2.52	-11028.9	-10296.89	-732.01
01/02/2011	Feb-11	Supermarkets	Wayne Ent	Pi	12	Giftset	Pi 12 Pack Giftset	Regular	171	14687	6.89	37.31	85.89	14649.69	13677.96	971.73	-17	-1212	1.15	-3.08	1.32	-1208.92	-1128.7	-80.22
01/03/2011	Mar-11	Hypermarkets	Aperture	Delta	12	Standard	Delta 12 Pack Standard	Budget	1719	95477	92.28	242.57	55.54	95234.43	88915.41	6319.02	-278	-14918	-4.43	-37.9	0.26	-14880.1	-13892.53	-987.57
01/03/2011	Mar-11	Hypermarkets	Aperture	Eta	12	Standard	Eta 12 Pack Standard	Budget	631	29921	14.21	76.02	47.42	29844.98	27864.95	1980.03	-67	-3188	-0.9	-8.09	-0.01	-3179.91	-2968.16	-211.75
01/03/2011	Mar-11	Hypermarkets	Aperture	Omicron	8	Standard	Omicron 8 Pack Standard	Regular	926	79037	98.65	200.8	85.35	78836.2	73604.74	5231.46	-268	-20400	-0.98	-51.83	2.07	-20348.17	-18997.95	-1350.22
01/03/2011	Mar-11	Hypermarkets	Aperture	Omicron	12	Deluxe	Omicron 12 Pack Deluxe	Regular	497	44371	88.3	112.73	89.28	44258.27	41321.09	2937.18	-16	-622	-4.1	-1.58	1.57	-620.42	-579.99	-40.43
01/03/2011	Mar-11	Hypermarkets	Aperture	Omicron	12	Giftset	Omicron 12 Pack Giftset	Regular	1898	172828	96.78	439.09	91.06	172388.91	160949.47	11439.44	-724	-59234	-2.55	-150.49	2.55	-59083.51	-55163.33	-3920.18
01/03/2011	Mar-11	Hypermarkets	Aperture	Omicron	12	Standard	Omicron 12 Pack Standard	Regular	6893	495545	99.93	1258.99	71.89	494286.01	461487.46	32798.55	-61	-11083	-0.02	-28.15	-0.96	-11054.85	-10320.91	-733.94
01/03/2011	Mar-11	Hypermarkets	Aperture	Omicron	18	Standard	Omicron 18 Pack Standard	Regular	6940	459096	100	1166.38	66.15	457929.62	427543.16	30386.46	1486	89033	2.41	226.2	-1.7	88806.8	82914.3	5892.5
01/03/2011	Mar-11	Hypermarkets	Aperture	Sigma	12	Giftset	Sigma 12 Pack Giftset	Premium	1186	188260	95.39	478.29	158.74	187781.71	175320.86	12460.85	450	67470	1.62	171.41	-5.38	67298.59	62832.91	4465.68
01/03/2011	Mar-11	Hypermarkets	Aperture	Sigma	12	Standard	Sigma 12 Pack Standard	Premium	690	99439	91.44	252.64	144.11	99186.36	92604.36	6582	-73	-12090	-4.43	-30.71	-2.06	-12059.29	-11259.64	-799.65
01/03/2011	Mar-11	Hypermarkets	Aperture	Tau	12	Standard	Tau 12 Pack Standard	Regular	899	57740	80.38	146.69	64.23	57593.31	53771.45	3821.86	-265	-20651	-0.77	-52.47	-3.12	-20598.53	-19232.07	-1366.46
01/03/2011	Mar-11	Hypermarkets	Black Mesa	Epsilon	12	Standard	Epsilon 12 Pack Standard	Budget	1108	58004	79.66	147.37	52.35	57856.63	54017.86	3838.77	-105	-5181	-1.46	-13.16	0.26	-5167.84	-4824.36	-343.48
01/03/2011	Mar-11	Hypermarkets	Black Mesa	Iota	12	Giftset	Iota 12 Pack Giftset	Regular	527	49445	92.13	125.62	93.82	49319.38	46047.11	3272.27	-726	-60517	-0.88	-153.75	6.06	-60363.25	-56357.4	-4005.85
01/03/2011	Mar-11	Hypermarkets	Black Mesa	Iota	12	Standard	Iota 12 Pack Standard	Regular	1258	103255	97.22	262.33	82.08	102992.67	96158.66	6834.01	418	32109	4.32	81.58	-2.62	32027.42	29902.77	2124.65
01/03/2011	Mar-11	Hypermarkets	Black Mesa	Lambda	8	Standard	Lambda 8 Pack Standard	Budget	799	49450	73.38	125.63	61.89	49324.37	46051.01	3273.36	41	3012	2.69	7.65	0.63	3004.35	2804.98	199.37
01/03/2011	Mar-11	Hypermarkets	Black Mesa	Lambda	12	Standard	Lambda 12 Pack Standard	Budget	4244	226500	98.24	575.45	53.37	225924.55	210933.07	14991.48	42	366	-1.29	0.93	-0.45	365.07	340.85	24.22
01/03/2011	Mar-11	Hypermarkets	Black Mesa	Mu	12	Standard	Mu 12 Pack Standard	Premium	308	46660	53.85	118.54	151.49	46541.46	43452.77	3088.69	102	15675	4.06	39.82	1.08	15635.18	14597.68	1037.5
01/03/2011	Mar-11	Hypermarkets	Black Mesa	Theta	6	Standard	Theta 6 Pack Standard	Regular	203	19833	18.99	50.39	97.7	19782.61	18469.91	1312.7	27	2688	-1.4	6.83	0.29	2681.17	2503.26	177.91
01/03/2011	Mar-11	Hypermarkets	Black Mesa	Theta	8	Standard	Theta 8 Pack Standard	Regular	791	69886	98.34	177.55	88.35	69708.45	65083.05	4625.4	-41	-3859	-0.12	-9.81	-0.29	-3849.19	-3593.41	-255.78
01/03/2011	Mar-11	Hypermarkets	Black Mesa	Theta	12	Deluxe	Theta 12 Pack Deluxe	Regular	775	64163	84.32	163.01	82.79	63999.99	59753	4246.99	-409	-28878	-9.97	-73.37	4.21	-28804.63	-26893.83	-1910.8
01/03/2011	Mar-11	Hypermarkets	Black Mesa	Theta	12	Giftset	Theta 12 Pack Giftset	Regular	4517	378610	99.82	961.9	83.82	377648.1	352589.01	25059.09	448	40045	1.38	101.74	0.61	39943.26	37292.97	2650.29
01/03/2011	Mar-11	Hypermarkets	Black Mesa	Theta	12	Standard	Theta 12 Pack Standard	Regular	5512	397584	98.79	1010.11	72.13	396573.89	370258.77	26315.12	-2140	-147548	-0.79	-374.86	0.89	-147173.14	-137407.66	-9765.48
01/03/2011	Mar-11	Hypermarkets	Black Mesa	Theta	18	Standard	Theta 18 Pack Standard	Regular	26398	1578722	98.02	4010.9	59.8	1574711.1	1470219.11	104491.99	8846	518788	-0.92	1318.03	-0.59	517469.97	483132.83	34337.14
01/03/2011	Mar-11	Hypermarkets	LexCorp	Gamma	12	Standard	Gamma 12 Pack Standard	Budget	2257	142670	98.35	362.47	63.21	142307.53	132864.37	9443.16	-922	-54978	-0.67	-139.68	1.04	-54838.32	-51199.45	-3638.87
01/03/2011	Mar-11	Hypermarkets	MomCorp	Alpha	12	Standard	Alpha 12 Pack Standard	Regular	542	48198	62.02	122.45	88.93	48075.55	44885.44	3190.11	129	8749	-5.05	22.23	-6.59	8726.77	8147.33	579.44
01/03/2011	Mar-11	Hypermarkets	MomCorp	Alpha	18	Standard	Alpha 18 Pack Standard	Regular	1943	138370	93.94	351.55	71.21	138018.45	128860.27	9158.18	341	18468	0.54	46.92	-3.64	18421.08	17198.73	1222.35
01/03/2011	Mar-11	Hypermarkets	Rekall	Beta	8	Standard	Beta 8 Pack Standard	Premium	880	100759	97.81	255.99	114.5	100503.01	93834.2	6668.81	-124	-11818	-1.8	-30.02	2.37	-11787.98	-11005.96	-782.02
01/03/2011	Mar-11	Hypermarkets	Rekall	Beta	12	Deluxe	Beta 12 Pack Deluxe	Premium	434	50549	57.11	128.42	116.47	50420.58	47075.23	3345.35	-183	-22365	-10.62	-56.82	-1.71	-22308.18	-20827.34	-1480.84
01/03/2011	Mar-11	Hypermarkets	Rekall	Beta	12	Giftset	Beta 12 Pack Giftset	Premium	2326	265784	95.52	675.25	114.27	265108.75	247516.96	17591.79	407	41537	-0.35	105.53	-2.59	41431.47	38682.05	2749.42
01/03/2011	Mar-11	Hypermarkets	Rekall	Beta	12	Standard	Beta 12 Pack Standard	Premium	4290	438917	99.71	1115.12	102.31	437801.88	408751.4	29050.48	-63	152	0.69	0.39	1.51	151.61	141.93	9.68
01/03/2011	Mar-11	Hypermarkets	Rekall	Beta	18	Standard	Beta 18 Pack Standard	Premium	3965	371989	96.06	945.08	93.82	371043.92	346422.49	24621.43	288	23156	0.75	58.83	-1.05	23097.17	21564.34	1532.83
01/03/2011	Mar-11	Hypermarkets	Rekall	Beta	60	Standard	Beta 60 Pack Standard	Premium	673	67856	40.86	172.4	100.83	67683.6	63192.75	4490.85	-6	-2779	-5.55	-7.05	-3.2	-2771.95	-2587.64	-184.31
01/03/2011	Mar-11	Hypermarkets	Stark Ind	Omega	12	Standard	Omega 12 Pack Standard	Budget	1780	95776	68.58	243.33	53.81	95532.67	89193.67	6339	852	41027	1.39	104.23	-5.19	40922.77	38207.1	2715.67
01/03/2011	Mar-11	Hypermarkets	Tyrell Corp	Kappa	8	Standard	Kappa 8 Pack Standard	Regular	868	68860	95.31	174.95	79.33	68685.05	64127.56	4557.49	-18	-2880	-2	-7.31	-1.64	-2872.69	-2681.5	-191.19
01/03/2011	Mar-11	Hypermarkets	Tyrell Corp	Kappa	12	Standard	Kappa 12 Pack Standard	Regular	3275	223561	98.66	567.98	68.26	222993.02	208195.69	14797.33	1092	67680	-0.07	171.95	-3.15	67508.05	63028.48	4479.57
01/03/2011	Mar-11	Hypermarkets	Tyrell Corp	Kappa	18	Standard	Kappa 18 Pack Standard	Regular	17963	1008214	99.13	2561.47	56.13	1005652.53	938920.9	66731.63	14892	805063	2.16	2045.34	-10.02	803017.66	749732.1	53285.56
01/03/2011	Mar-11	Hypermarkets	Wayne Ent	Pi	12	Giftset	Pi 12 Pack Giftset	Regular	887	69046	56.92	175.42	77.84	68870.58	64300.78	4569.8	69	5262	-4.28	13.37	-0.14	5248.63	4900.91	347.72
01/03/2011	Mar-11	Supermarkets	Aperture	Delta	12	Standard	Delta 12 Pack Standard	Budget	633	39461	20.32	100.25	62.34	39360.75	36749.29	2611.46	-93	-5688	-1.75	-14.46	0.15	-5673.54	-5296.51	-377.03
01/03/2011	Mar-11	Supermarkets	Aperture	Eta	12	Standard	Eta 12 Pack Standard	Budget	710	33743	4.76	85.73	47.53	33657.27	31423.72	2233.55	-81	-3819	-0.3	-9.7	0.04	-3809.3	-3556.53	-252.77
01/03/2011	Mar-11	Supermarkets	Aperture	Omicron	8	Standard	Omicron 8 Pack Standard	Regular	6704	508752	45.51	1292.54	75.89	507459.46	473786.39	33673.07	-8753	-613985	-3.75	-1559.89	3.25	-612425.11	-571787.3	-40637.81
01/03/2011	Mar-11	Supermarkets	Aperture	Omicron	12	Deluxe	Omicron 12 Pack Deluxe	Regular	592	56842	15.75	144.41	96.02	56697.59	52935.54	3762.05	65	5082	0.85	12.91	-2.2	5069.09	4733.29	335.8
01/03/2011	Mar-11	Supermarkets	Aperture	Omicron	12	Giftset	Omicron 12 Pack Giftset	Regular	2829	254693	37.58	647.08	90.03	254045.92	237188.22	16857.7	-23	-2151	0.01	-5.46	-0.03	-2145.54	-2003.72	-141.82
01/03/2011	Mar-11	Supermarkets	Aperture	Omicron	12	Standard	Omicron 12 Pack Standard	Regular	6841	525487	45.16	1335.05	76.81	524151.95	489371.41	34780.54	-1852	-141732	1	-360.09	0.06	-141371.91	-131990.46	-9381.45
01/03/2011	Mar-11	Supermarkets	Aperture	Omicron	18	Standard	Omicron 18 Pack Standard	Regular	5240	371993	39.71	945.08	70.99	371047.92	346426.41	24621.51	786	47361	2.99	120.32	-1.9	47240.68	44105.96	3134.72
01/03/2011	Mar-11	Supermarkets	Aperture	Sigma	12	Giftset	Sigma 12 Pack Giftset	Premium	926	145988	18.48	370.9	157.65	145617.1	135954.32	9662.78	448	62019	1.15	157.57	-18.02	61861.43	57756.54	4104.89
01/03/2011	Mar-11	Supermarkets	Aperture	Sigma	12	Standard	Sigma 12 Pack Standard	Premium	616	94415	16.66	239.87	153.27	94175.13	87926.4	6248.73	141	19581	-0.02	49.75	-4.28	19531.25	18235.79	1295.46
01/03/2011	Mar-11	Supermarkets	Aperture	Tau	12	Standard	Tau 12 Pack Standard	Regular	352	25787	13.6	65.51	73.26	25721.49	24015.08	1706.41	5	309	-0.38	0.78	-0.16	308.22	288.32	19.9
01/03/2011	Mar-11	Supermarkets	Black Mesa	Epsilon	12	Standard	Epsilon 12 Pack Standard	Budget	854	48106	16.27	122.22	56.33	47983.78	44799.95	3183.83	139	7949	1	20.2	0.17	7928.8	7403.05	525.75
01/03/2011	Mar-11	Supermarkets	Black Mesa	Iota	12	Giftset	Iota 12 Pack Giftset	Regular	577	55975	21.11	142.21	97.01	55832.79	52127.56	3705.23	-765	-61705	2.29	-156.77	9.32	-61548.23	-57464.32	-4083.91
01/03/2011	Mar-11	Supermarkets	Black Mesa	Iota	12	Standard	Iota 12 Pack Standard	Regular	810	71637	21.29	182	88.44	71455	66713.51	4741.49	209	17784	5.88	45.18	-1.17	17738.82	16561.73	1177.09
01/03/2011	Mar-11	Supermarkets	Black Mesa	Lambda	8	Standard	Lambda 8 Pack Standard	Budget	568	37853	12.86	96.17	66.64	37756.83	35251.25	2505.58	150	8740	-0.21	22.2	-3.01	8717.8	8138.95	578.85
01/03/2011	Mar-11	Supermarkets	Black Mesa	Lambda	12	Standard	Lambda 12 Pack Standard	Budget	2543	154777	36.42	393.23	60.86	154383.77	144139.64	10244.13	-199	-12163	2.13	-30.9	-0.02	-12132.1	-11326.69	-805.41
01/03/2011	Mar-11	Supermarkets	Black Mesa	Mu	12	Standard	Mu 12 Pack Standard	Premium	575	90751	17.11	230.56	157.83	90520.44	84514.03	6006.41	162	25012	-0.43	63.54	-1.34	24948.46	23293.15	1655.31
01/03/2011	Mar-11	Supermarkets	Black Mesa	Theta	6	Standard	Theta 6 Pack Standard	Regular	352	35357	10.76	89.83	100.45	35267.17	32927.35	2339.82	-63	-6527	-0.49	-16.58	-0.48	-6510.42	-6077.67	-432.75
01/03/2011	Mar-11	Supermarkets	Black Mesa	Theta	8	Standard	Theta 8 Pack Standard	Regular	1947	182013	31.54	462.42	93.48	181550.58	169503.58	12047	-188	-16406	-1.09	-41.68	0.54	-16364.32	-15278.26	-1086.06
01/03/2011	Mar-11	Supermarkets	Black Mesa	Theta	12	Deluxe	Theta 12 Pack Deluxe	Regular	392	34852	11.66	88.55	88.91	34763.45	32456.87	2306.58	-723	-54001	-2.16	-137.19	9.22	-53863.81	-50289.8	-3574.01
01/03/2011	Mar-11	Supermarkets	Black Mesa	Theta	12	Giftset	Theta 12 Pack Giftset	Regular	2582	238563	27.35	606.1	92.39	237956.9	222166.99	15789.91	282	24835	-0.52	63.1	-0.54	24771.9	23127.76	1644.14
01/03/2011	Mar-11	Supermarkets	Black Mesa	Theta	12	Standard	Theta 12 Pack Standard	Regular	11141	804580	63.99	2044.12	72.22	802535.88	749282.3	53253.58	-15120	-868896	-4.25	-2207.52	8.5	-866688.48	-809178.35	-57510.13
01/03/2011	Mar-11	Supermarkets	Black Mesa	Theta	18	Standard	Theta 18 Pack Standard	Regular	11074	695349	39.15	1766.6	62.79	693582.4	647558.92	46023.48	4541	270064	8.38	686.12	-2.31	269377.88	251502.62	17875.26
01/03/2011	Mar-11	Supermarkets	LexCorp	Gamma	12	Standard	Gamma 12 Pack Standard	Budget	1561	109201	33.22	277.43	69.96	108923.57	101696	7227.57	-376	-27565	0.97	-70.04	-0.65	-27494.96	-25670.69	-1824.27
01/03/2011	Mar-11	Supermarkets	MomCorp	Alpha	12	Standard	Alpha 12 Pack Standard	Regular	5270	410405	33.69	1042.68	77.88	409362.32	382198.97	27163.35	-124	7818	-6.93	19.87	3.24	7798.13	7280.67	517.46
01/03/2011	Mar-11	Supermarkets	MomCorp	Alpha	18	Standard	Alpha 18 Pack Standard	Regular	396	30988	6.62	78.73	78.25	30909.27	28858.44	2050.83	20	1088	-0.74	2.76	-1.27	1085.24	1013.04	72.2
01/03/2011	Mar-11	Supermarkets	Rekall	Beta	8	Standard	Beta 8 Pack Standard	Premium	1144	143871	24.76	365.52	125.76	143505.48	133983.01	9522.47	35	5314	-0.4	13.5	0.82	5300.5	4948.97	351.53
01/03/2011	Mar-11	Supermarkets	Rekall	Beta	12	Deluxe	Beta 12 Pack Deluxe	Premium	424	52649	12.3	133.76	124.17	52515.24	49030.34	3484.9	-1	-615	-2.59	-1.56	-1.16	-613.44	-572.73	-40.71
01/03/2011	Mar-11	Supermarkets	Rekall	Beta	12	Giftset	Beta 12 Pack Giftset	Premium	1180	148893	19.96	378.28	126.18	148514.72	138659.86	9854.86	38	271	-2.53	0.69	-3.96	270.31	252.01	18.3
01/03/2011	Mar-11	Supermarkets	Rekall	Beta	12	Standard	Beta 12 Pack Standard	Premium	3562	401899	41.18	1021.07	112.83	400877.93	374277.39	26600.54	-634	-58960	2.53	-149.79	3	-58810.21	-54907.42	-3902.79
01/03/2011	Mar-11	Supermarkets	Rekall	Beta	18	Standard	Beta 18 Pack Standard	Premium	1961	194791	26.59	494.89	99.33	194296.11	181403.56	12892.55	64	6336	6.49	16.1	-0.01	6319.9	5901.11	418.79
01/03/2011	Mar-11	Supermarkets	Rekall	Beta	60	Standard	Beta 60 Pack Standard	Premium	183	22569	4.05	57.34	123.33	22511.66	21017.87	1493.79	23	2658	0.87	6.75	-1.11	2651.25	2475.32	175.93
01/03/2011	Mar-11	Supermarkets	Stark Ind	Omega	12	Standard	Omega 12 Pack Standard	Budget	1127	61957	15.31	157.41	54.98	61799.59	57698.99	4100.6	897	46628	10.12	118.46	-11.67	46509.54	43423.71	3085.83
01/03/2011	Mar-11	Supermarkets	Tyrell Corp	Kappa	8	Standard	Kappa 8 Pack Standard	Regular	936	81843	24.65	207.93	87.44	81635.07	76218.08	5416.99	134	9623	-0.67	24.45	-2.61	9598.55	8961.44	637.11
01/03/2011	Mar-11	Supermarkets	Tyrell Corp	Kappa	12	Standard	Kappa 12 Pack Standard	Regular	4345	323471	33.35	821.81	74.45	322649.19	301239.79	21409.4	764	52915	0.19	134.43	-1.1	52780.57	49278.43	3502.14
01/03/2011	Mar-11	Supermarkets	Tyrell Corp	Kappa	18	Standard	Kappa 18 Pack Standard	Regular	12298	692554	28.09	1759.51	56.31	690794.49	644955.64	45838.85	11547	635417	8.99	1614.35	-19.77	633802.65	591745.19	42057.46
01/03/2011	Mar-11	Supermarkets	Wayne Ent	Pi	12	Giftset	Pi 12 Pack Giftset	Regular	149	12992	6.47	33.01	87.19	12958.99	12099.46	859.53	-22	-1695	-0.42	-4.3	1.3	-1690.7	-1578.5	-112.2
01/04/2011	Apr-11	Hypermarkets	Aperture	Delta	12	Standard	Delta 12 Pack Standard	Budget	2103	115361	96.4	293.09	54.86	115067.91	107432.26	7635.65	384	19884	4.12	50.52	-0.68	19833.48	18516.85	1316.63
01/04/2011	Apr-11	Hypermarkets	Aperture	Eta	12	Standard	Eta 12 Pack Standard	Budget	593	27710	15.43	70.4	46.73	27639.6	25805.91	1833.69	-38	-2211	1.22	-5.62	-0.69	-2205.38	-2059.04	-146.34
01/04/2011	Apr-11	Hypermarkets	Aperture	Omicron	8	Standard	Omicron 8 Pack Standard	Regular	685	59836	97.94	152.02	87.35	59683.98	55723.76	3960.22	-241	-19201	-0.71	-48.78	2	-19152.22	-17880.98	-1271.24
01/04/2011	Apr-11	Hypermarkets	Aperture	Omicron	12	Deluxe	Omicron 12 Pack Deluxe	Regular	440	39379	89.08	100.04	89.5	39278.96	36672.74	2606.22	-57	-4992	0.78	-12.69	0.22	-4979.31	-4648.35	-330.96
01/04/2011	Apr-11	Hypermarkets	Aperture	Omicron	12	Giftset	Omicron 12 Pack Giftset	Regular	4927	396388	96.71	1007.06	80.45	395380.94	369145.16	26235.78	3029	223560	-0.07	567.97	-10.61	222992.03	208195.69	14796.34
01/04/2011	Apr-11	Hypermarkets	Aperture	Omicron	12	Standard	Omicron 12 Pack Standard	Regular	5598	404735	99.95	1028.27	72.3	403706.73	376918.67	26788.06	-1295	-90810	0.02	-230.72	0.41	-90579.28	-84568.79	-6010.49
01/04/2011	Apr-11	Hypermarkets	Aperture	Omicron	18	Standard	Omicron 18 Pack Standard	Regular	10080	626243	98.3	1591.04	62.13	624651.96	583202.82	41449.14	3140	167147	-1.7	424.66	-4.02	166722.34	155659.66	11062.68
01/04/2011	Apr-11	Hypermarkets	Aperture	Sigma	12	Giftset	Sigma 12 Pack Giftset	Premium	1852	278405	97.87	707.32	150.33	277697.68	259270.54	18427.14	666	90145	2.48	229.03	-8.41	89915.97	83949.68	5966.29
